City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Forestville,75,US,1669846879,62,38.8451,-76.875,54.93,12.66
Tautira,32,PF,1669846879,81,-17.7333,-149.15,78.4,12.91
Vao,82,NC,1669846880,83,-22.6667,167.4833,78.03,7.4
Beşikdüzü,24,TR,1669846880,76,41.052,39.2284,57.09,3.11
Emerald,78,AU,1669846880,84,-23.5333,148.1667,64.35,16.15
Tabuk,81,PH,1669846880,93,17.4189,121.4443,73.72,3.04
Wenling,100,CN,1669846881,88,28.3669,121.36,41.94,13.56
Whitianga,45,NZ,1669846881,58,-36.8333,175.7,66.52,13.53
Tanout,26,NE,1669846881,24,14.9709,8.8879,67.33,9.84
Ridgecrest,0,US,1669846882,24,35.6225,-117.6709,61.65,4.0
Amurzet,22,RU,1669846882,83,47.6967,131.0981,-6.83,9.62
Igarka,100,RU,1669846882,95,67.4667,86.5833,3.79,13.02
Zonguldak,100,TR,1669846883,81,41.25,31.8333,47.62,3.02
Kondopoga,100,RU,1669846883,92,62.2057,34.2614,20.88,1.23
Bairiki Village,40,KI,1669846883,74,1.3292,172.9752,86.0,8.05
Luganville,94,VU,1669846884,71,-15.5333,167.1667,85.01,9.69
Ayan,100,RU,1669846760,84,56.45,138.1667,-6.52,25.46
Nuevo Progreso,48,MX,1669846884,76,23.1667,-97.95,72.46,4.0
Khelyulya,100,RU,1669846884,90,61.7333,30.6833,28.36,2.24
Hong Kong,100,HK,1669846819,80,22.2855,114.1577,62.33,18.01
Alekseyevka,100,RU,1669846875,59,50.6309,38.6903,25.7,11.52
San Ignacio,20,BZ,1669846885,78,17.1561,-89.0714,82.54,0.0
Thunder Bay,75,CA,1669846885,68,48.4001,-89.3168,21.18,20.71
Taft,40,IR,1669846886,46,31.7471,54.2088,46.35,0.0
Shunyi,0,CN,1669846886,66,40.125,116.6453,8.55,2.24
Kahului,40,US,1669846886,75,20.8947,-156.47,83.97,14.97
Kenai,0,US,1669846886,86,60.5544,-151.2583,12.15,3.44
Kismayo,57,SO,1669846808,81,-0.3582,42.5454,78.75,13.06
Porto Santo,75,PT,1669846887,82,33.072,-16.3415,66.58,11.5
Kamariótissa,100,GR,1669846887,86,40.4833,25.4667,55.0,37.11
Caranavi,98,BO,1669846887,99,-15.8167,-67.55,65.39,2.42
Abalak,99,RU,1669846888,86,58.1286,68.5944,-0.18,5.32
Itaituba,97,BR,1669846888,73,-4.2761,-55.9836,81.72,2.26
Karratha,91,AU,1669846739,57,-20.7377,116.8463,80.89,7.7
Troitsko-Pechorsk,90,RU,1669846758,100,62.7084,56.1964,-3.14,1.95
Tahoua,10,NE,1669846889,21,14.8888,5.2692,72.86,9.75
Belle Fourche,69,US,1669846889,37,44.6714,-103.8522,37.44,12.82
Westport,100,US,1669846889,89,41.1415,-73.3579,58.82,26.46
Envira,68,BR,1669846890,55,-7.3,-70.2167,86.81,3.04
Caucayá,74,CO,1669846890,65,-0.1934,-74.7819,84.38,4.56
Alta,100,NO,1669846890,86,69.9689,23.2717,25.86,3.44
Sokoto,8,NG,1669846891,18,13.0609,5.239,73.15,9.75
Laas,100,IT,1669846891,92,46.6166,10.7002,41.88,2.33
Noshiro,100,JP,1669846891,79,40.2039,140.0242,32.54,18.3
Arsen'yev,100,RU,1669846892,73,44.1631,133.2733,5.47,10.49
Innisfail,100,AU,1669846760,90,-17.5333,146.0333,75.96,5.3
Paamiut,100,GL,1669846892,84,61.994,-49.6678,25.83,45.54
Dambulla,99,LK,1669846892,99,7.86,80.6517,71.02,2.71
Felipe Carrillo Puerto,38,MX,1669846893,62,19.5833,-88.05,84.15,5.95
Seydi,95,TM,1669846893,49,39.4816,62.9137,34.77,9.44
Stryn,33,NO,1669846893,88,61.9045,6.7226,39.92,3.76
Beloha,100,MG,1669846894,90,-25.1667,45.05,70.16,11.18
San Benito,48,US,1669846894,58,36.6166,-121.0844,54.84,5.75
Kuching,20,MY,1669846894,97,1.55,110.3333,77.02,3.44
Craig,0,US,1669846894,59,40.5153,-107.5464,31.62,4.61
Durango,10,MX,1669846895,20,24.8333,-104.8333,72.73,12.48
Severnyy,0,RU,1669846895,68,50.677,36.5532,24.84,15.66
Matamoros,40,MX,1669846895,19,25.5333,-103.25,79.11,0.0
Ribeira Brava,8,PT,1669846896,76,32.65,-17.0667,67.71,2.73
Skjervøy,80,NO,1669846896,71,70.0311,20.9714,30.2,7.16
Gambēla,30,ET,1669846896,59,8.25,34.5833,76.87,3.8
Camden,100,US,1669846633,90,39.7835,-74.9663,58.77,7.0
Thānesar,0,IN,1669846897,44,29.9833,76.8167,57.78,5.08
Kilindoni,44,TZ,1669846897,82,-7.9139,39.6668,79.48,9.33
Khāsh,100,IR,1669846897,37,28.2211,61.2158,51.73,3.27
Lexington,0,US,1669846284,51,37.9887,-84.4777,40.12,8.05
Mersing,20,MY,1669846635,94,2.4312,103.8405,76.91,4.61
Mayo,100,US,1669846638,60,38.8876,-76.5119,55.81,14.97
Mount Isa,0,AU,1669846898,41,-20.7333,139.5,78.57,10.36
Carballo,100,ES,1669846898,89,43.213,-8.691,52.86,3.51
Leopold,100,AU,1669846898,89,-38.1833,144.4667,60.46,13.8
Zykovo,31,RU,1669846751,95,55.9519,93.1461,0.34,3.36
Great Bend,0,US,1669846882,42,38.3645,-98.7648,41.61,8.05
Ratnagiri,3,IN,1669846869,57,16.9833,73.3,72.63,5.37
Águas Vermelhas,99,BR,1669846899,94,-15.7472,-41.46,68.95,1.79
Buraidah,54,SA,1669846798,51,26.326,43.975,66.65,9.86
Marrakesh,0,MA,1669846899,47,31.6315,-8.0083,59.07,4.61
Velikiy Ustyug,80,RU,1669846899,91,60.7644,46.3106,12.7,3.22
Saldanha,29,ZA,1669846900,91,-33.0117,17.9442,62.65,9.26
Kaili,100,ID,1669846900,92,-3.4626,120.2147,65.82,3.18
Andros Town,46,BS,1669846900,75,24.7,-77.7667,78.76,11.21
Kupino,15,RU,1669846901,83,54.3663,77.2981,-5.48,7.87
Hay River,20,CA,1669846722,70,60.8156,-115.7999,-13.02,6.91
Ţahţā,0,EG,1669846612,42,26.7693,31.5021,63.16,5.06
Nieuw Amsterdam,20,SR,1669846901,83,5.8833,-55.0833,80.62,4.61
Edd,0,ER,1669846901,46,13.9297,41.6925,82.11,17.49
Linxia Chengguanzhen,72,CN,1669846902,37,35.6003,103.2064,17.47,3.0
Byron Bay,100,AU,1669846815,88,-28.65,153.6167,60.94,18.3
Porto-Novo,56,BJ,1669846902,82,6.4965,2.6036,82.22,6.49
Kholodnyy,99,RU,1669846902,95,62.7167,147.95,-20.54,5.37
Panguipulli,3,CL,1669846663,28,-39.6333,-72.3333,65.95,5.79
Matara,100,LK,1669846903,91,5.9485,80.5353,74.52,4.9
Constantine,58,DZ,1669846903,82,36.365,6.6147,45.0,3.6
Temax,88,MX,1669846903,73,21.15,-88.9333,81.32,6.58
Jardim,34,BR,1669846904,35,-21.4803,-56.1381,88.12,8.68
Benicarló,83,ES,1669846904,72,40.4165,0.4271,52.25,1.54
San Fernando del Valle de Catamarca,57,AR,1669846852,53,-28.4696,-65.7852,80.06,3.09
Derzhavīnsk,100,KZ,1669846904,85,51.1,66.3167,10.24,12.24
Banjarmasin,100,ID,1669846905,94,-3.3244,114.591,75.34,1.81
Shiraz,0,IR,1669846860,61,29.6036,52.5388,44.04,0.0
Novy Urengoy,31,RU,1669846905,97,66.0833,76.6333,-6.65,6.69
Burnie,0,AU,1669846905,50,-41.0667,145.9167,58.95,6.33
Marawi,41,PH,1669846906,95,7.9986,124.2928,67.17,1.41
Bull Savanna,39,JM,1669846906,76,17.8868,-77.5902,78.69,5.64
Lilongwe,19,MW,1669846906,88,-13.9669,33.7873,64.9,4.88
Port Macquarie,100,AU,1669846907,61,-31.4333,152.9167,62.89,6.26
Honningsvåg,75,NO,1669846907,80,70.9821,25.9704,35.35,14.97
Brae,99,GB,1669846907,83,60.3964,-1.353,48.25,22.08
Praia da Vitória,75,PT,1669846908,94,38.7333,-27.0667,59.76,5.77
Pacific Grove,0,US,1669846908,65,36.6177,-121.9166,59.54,6.91
Bellary,4,IN,1669846908,81,15.15,76.9333,66.92,3.38
Itacoatiara,92,BR,1669846908,61,-3.1431,-58.4442,84.47,2.37
Egvekinot,57,RU,1669846909,86,66.3167,-179.1667,9.66,3.24
Upington,80,ZA,1669846909,34,-28.4478,21.2561,82.78,5.75
Kimbe,80,PG,1669846909,82,-5.5502,150.1429,80.94,0.92
Salinas,0,US,1669846910,50,36.6777,-121.6555,62.01,10.36
Tiksi,100,RU,1669846910,100,71.6872,128.8694,-11.22,14.85
Dwārka,0,IN,1669846910,55,22.2394,68.9678,74.71,9.53
Coxim,92,BR,1669846910,37,-18.5067,-54.76,85.51,16.26
Khorramshahr,79,IR,1669846911,94,30.4397,48.1664,71.56,2.3
Siddhapur,0,IN,1669846911,33,23.9167,72.3833,63.61,7.16
Vytegra,100,RU,1669846754,88,61.0064,36.4481,17.33,4.7
Lazarev,100,RU,1669846912,84,52.225,141.5131,-5.69,7.23
Ol'ga,43,RU,1669846912,61,43.7444,135.2892,6.75,9.37
Gumi,100,KR,1669846912,35,36.1136,128.336,26.28,6.06
Christchurch,75,NZ,1669846720,60,-43.5333,172.6333,60.94,9.22
Mossamedes,78,AO,1669846912,72,-15.1961,12.1522,70.59,7.23
Cartagena,75,CO,1669846721,74,10.3997,-75.5144,83.82,4.61
Ordu,47,TR,1669846913,79,40.9086,37.6845,43.3,3.69
Bogatynia,94,PL,1669846913,96,50.9075,14.9563,39.47,1.99
Terråk,82,NO,1669846913,82,65.087,12.3715,37.27,5.53
Sirte,0,LY,1669846914,48,31.2089,16.5887,62.78,13.58
Esmeraldas,47,BR,1669846914,94,-19.7625,-44.3139,74.26,6.15
Hofn,100,IS,1669846914,99,64.2539,-15.2082,48.25,22.82
Ambon City,40,ID,1669846915,15,-3.6954,128.1814,78.24,9.22
Melenki,62,RU,1669846915,97,55.3343,41.6295,9.72,1.7
Aasiaat,100,GL,1669846915,83,68.7098,-52.8699,18.66,19.26
Gunjur,29,GM,1669846916,73,13.2019,-16.7339,77.07,6.91
Zlobin,0,HR,1669846916,63,45.2924,14.6541,38.5,13.8
Băuţar,100,RO,1669846916,87,45.5167,22.5667,34.84,3.83
Korla,75,CN,1669846916,19,41.7597,86.1469,14.83,4.36
Ostrowiec Świętokrzyski,100,PL,1669846917,96,50.9294,21.3853,34.68,7.05
Hailar,27,CN,1669846917,89,49.2,119.7,-18.6,9.13
Montijo,100,PT,1669846917,95,38.7067,-8.9739,57.0,11.5
Mombetsu,45,JP,1669846918,69,44.3525,143.3525,21.07,20.83
Nador,0,MA,1669846918,62,35.174,-2.9287,55.65,3.44
Novoagansk,34,RU,1669846918,99,61.9449,76.6625,-17.36,0.98
Āndippatti,80,IN,1669846918,79,9.9833,77.6333,69.06,2.75
Alice Springs,0,AU,1669846919,26,-23.7,133.8833,71.15,0.0
Abonnema,81,NG,1669846919,83,4.7084,6.7931,79.0,4.43
Ialibu,100,PG,1669846919,91,-6.2821,143.9935,60.31,1.57
Ramnagar,0,IN,1669846920,77,29.4,79.1167,58.48,3.89
Dejen,7,ET,1669846920,41,10.1667,38.1333,51.33,4.68
Bajos de Haina,75,DO,1669846920,91,18.4154,-70.0332,78.73,0.0
Parkersburg,0,US,1669846920,50,39.2667,-81.5615,41.52,9.22
Itamaracá,100,BR,1669846921,71,-7.7478,-34.8256,78.85,8.77
Porto Belo,100,BR,1669846921,91,-27.1578,-48.5531,75.15,14.41
Hamilton,0,US,1669846921,52,39.1834,-84.5333,37.6,13.8
Araguaína,97,BR,1669846922,92,-7.1911,-48.2072,73.89,4.16
Yelyzavethradka,81,UA,1669846922,60,48.8038,32.4046,29.32,9.82
Ozinki,9,RU,1669846643,75,51.1786,49.6769,18.57,7.49
Agadez,2,NE,1669846922,33,19.75,10.25,61.99,5.44
Barra de Tecoanapa,42,MX,1669846923,67,16.5167,-98.75,82.63,6.15
Hambantota,100,LK,1669846923,90,6.1241,81.1185,75.58,7.11
Porto Walter,100,BR,1669846923,36,-8.2686,-72.7439,94.5,2.44
Grindavik,40,IS,1669846924,87,63.8424,-22.4338,46.35,21.85
Sefton,100,NZ,1669846924,66,-43.25,172.6667,60.98,8.68
Richards Bay,12,ZA,1669846774,89,-28.783,32.0377,66.7,7.23
Tete,40,MZ,1669846924,88,-16.1564,33.5867,71.69,0.0
Lichuan,100,CN,1669846925,93,30.3,108.85,27.86,3.0
Hudson Bay,98,CA,1669846925,97,52.85,-102.3842,-1.53,2.42
Verkhnetulomskiy,96,RU,1669846925,98,68.6073,31.7962,28.53,2.13
Zhigansk,76,RU,1669846926,98,66.7697,123.3711,-30.86,6.22
Shelburne,89,CA,1669846926,80,44.0787,-80.2041,28.9,24.2
Grand Island,0,US,1669846689,46,40.925,-98.342,32.2,0.0
Gogrial,98,SS,1669846926,37,8.5332,28.1004,81.81,3.62
Bosaso,0,SO,1669846927,78,11.2842,49.1816,76.39,1.52
Muisne,71,EC,1669846927,78,0.6,-80.0333,76.35,10.92
Port-Cartier,100,CA,1669846725,71,50.0334,-66.8654,28.74,17.69
Port Moresby,40,PG,1669846926,83,-9.4431,147.1797,80.02,11.5
Nouadhibou,0,MR,1669846927,73,20.931,-17.0347,65.37,16.44
Perico,68,CU,1669846928,73,22.7692,-81.0189,80.64,12.71
Lethem,51,GY,1669846928,67,3.3803,-59.7968,81.77,7.18
Sur,88,OM,1669846928,56,22.5667,59.5289,73.63,1.97
Long Xuyen,100,VN,1669846929,93,10.3833,105.4167,76.95,3.51
Rome,100,US,1669846643,88,43.2128,-75.4557,41.38,12.66
Yumen,66,CN,1669846929,78,40.2833,97.2,4.89,2.64
Itarema,92,BR,1669846929,73,-2.9248,-39.9167,79.72,14.7
